0.100000 0.000000
0.130000 0.000000
0.169000 0.000000
0.220000 0.000000
0.286000 0.000000
0.371000 0.000000
0.483000 0.000000
0.627000 0.000000
0.816000 0.000000
1.060000 0.000000
1.380000 0.000000
1.790000 0.248455
2.330000 1.894494
3.030000 0.000000
3.940000 0.000000
5.120000 0.000000
6.650000 0.000000
8.650000 0.000000
11.200000 0.000000
14.600000 0.000000
19.000000 0.000000
24.700000 0.000000
32.100000 0.000000
41.800000 0.000000
54.300000 0.000000
70.600000 0.000000
91.700000 0.000000
119.000000 0.000000
155.000000 0.000000
202.000000 0.000000
262.000000 0.000000
341.000000 0.000000
443.000000 0.000000
576.000000 0.000000
748.000000 0.000000
973.000000 0.000000
1260.000000 0.000000
1640.000000 0.000000
2140.000000 0.086183
2780.000000 0.672746
3610.000000 0.093450
4700.000000 0.000058
6100.000000 0.000019
7940.000000 0.000533
10300.000000 0.271267
13400.000000 0.582463
17400.000000 0.131197
22700.000000 0.000000
29500.000000 0.000000
38300.000000 0.000000
49800.000000 0.000000
64700.000000 0.000000
84200.000000 0.000000
