1.00E-01,4.51E+01,-1.09E+00
1.30E-01,4.75E+01,-1.43E+00
1.69E-01,4.68E+01,-1.77E+00
2.20E-01,4.62E+01,-2.29E+00
2.86E-01,4.62E+01,-2.97E+00
3.71E-01,4.72E+01,-3.80E+00
4.83E-01,4.70E+01,-4.85E+00
6.27E-01,4.51E+01,-5.99E+00
8.16E-01,4.58E+01,-7.33E+00
1.06E+00,4.23E+01,-9.05E+00
1.38E+00,4.26E+01,-1.02E+01
1.79E+00,3.65E+01,-1.08E+01
2.33E+00,3.45E+01,-1.12E+01
3.03E+00,3.21E+01,-1.02E+01
3.94E+00,3.00E+01,-9.18E+00
5.12E+00,2.94E+01,-8.00E+00
6.65E+00,2.73E+01,-6.64E+00
8.65E+00,2.67E+01,-5.18E+00
1.12E+01,2.53E+01,-4.12E+00
1.46E+01,2.54E+01,-3.26E+00
1.90E+01,2.52E+01,-2.51E+00
2.47E+01,2.49E+01,-1.94E+00
3.21E+01,2.49E+01,-1.64E+00
4.18E+01,2.54E+01,-1.35E+00
5.43E+01,2.55E+01,-1.24E+00
7.06E+01,2.48E+01,-1.10E+00
9.17E+01,2.47E+01,-1.03E+00
1.19E+02,2.39E+01,-1.04E+00
1.55E+02,2.52E+01,-1.10E+00
2.02E+02,2.49E+01,-1.27E+00
2.62E+02,2.50E+01,-1.46E+00
3.41E+02,2.54E+01,-1.65E+00
4.43E+02,2.44E+01,-1.98E+00
5.76E+02,2.45E+01,-2.34E+00
7.48E+02,2.45E+01,-2.91E+00
9.73E+02,2.38E+01,-3.47E+00
1.26E+03,2.29E+01,-4.13E+00
1.64E+03,2.23E+01,-4.91E+00
2.14E+03,2.09E+01,-5.66E+00
2.78E+03,2.03E+01,-6.03E+00
3.61E+03,1.84E+01,-6.96E+00
4.70E+03,1.76E+01,-7.24E+00
6.10E+03,1.65E+01,-7.74E+00
7.94E+03,1.43E+01,-7.42E+00
1.03E+04,1.27E+01,-7.17E+00
1.34E+04,1.12E+01,-6.76E+00
1.74E+04,9.85E+00,-5.89E+00
2.27E+04,8.68E+00,-5.38E+00
2.95E+04,7.92E+00,-4.53E+00
3.83E+04,7.20E+00,-3.83E+00
4.98E+04,6.81E+00,-3.20E+00
6.47E+04,6.65E+00,-2.67E+00
8.42E+04,6.11E+00,-2.16E+00
1.09E+05,5.86E+00,-1.77E+00
